head_label,prompt_index,delta,delta_direction,top1_changed,dropped_from_top5,baseline_top1_token,baseline_top1_prob,resampled_top1_token,resampled_top1_prob
L0.H0,0,0.008544921875,increase_or_same,False,False,1,0.326171875,1,0.334716796875
L0.H0,1,0.011474609375,increase_or_same,False,False,57,0.294189453125,57,0.3056640625
L0.H0,2,-0.002197265625,decrease,False,False, 37,0.0843505859375, 37,0.0821533203125
L0.H0,3,-0.006103515625,decrease,False,False,28,0.390380859375,28,0.38427734375
L0.H0,4,-0.0067138671875,decrease,False,False,64,0.198974609375,64,0.1922607421875
L0.H0,5,0.0087890625,increase_or_same,False,False,46,0.52001953125,46,0.52880859375
L0.H0,6,0.0,increase_or_same,False,False, 32,0.4296875, 32,0.4296875
L0.H0,7,0.006591796875,increase_or_same,False,False, 45,0.462646484375, 45,0.46923828125
L0.H0,8,-0.000244140625,decrease,False,False,42,0.2012939453125,42,0.2010498046875
L0.H0,9,-0.00146484375,decrease,False,False,32,0.1483154296875,32,0.1468505859375
L0.H0,10,-0.03759765625,decrease,False,False,41,0.32958984375,41,0.2919921875
L0.H0,11,-0.00390625,decrease,False,False, 42,0.45849609375, 42,0.45458984375
L0.H0,12,-0.000244140625,decrease,False,False,59,0.29638671875,59,0.296142578125
L0.H0,13,-0.0030517578125,decrease,False,False,3,0.1368408203125,3,0.1337890625
L0.H0,14,0.0029296875,increase_or_same,False,False,36,0.2064208984375,36,0.2093505859375
L0.H0,15,-0.0084228515625,decrease,False,False,27,0.244384765625,27,0.2359619140625
L0.H0,16,-0.001708984375,decrease,False,False,59,0.0672607421875,59,0.0655517578125
L0.H0,17,-0.0076904296875,decrease,False,False,39,0.247314453125,39,0.2396240234375
L0.H0,18,0.011474609375,increase_or_same,False,False,26,0.46435546875,26,0.475830078125
L0.H0,19,-0.00341796875,decrease,False,False,32,0.19775390625,32,0.1943359375
L0.H0,20,-0.001708984375,decrease,False,False,33,0.208251953125,33,0.20654296875
L0.H0,21,-0.01123046875,decrease,False,False,37,0.2100830078125,37,0.1988525390625
L0.H0,22,-0.00830078125,decrease,False,False, 38,0.32275390625, 38,0.314453125
L0.H0,23,0.0091552734375,increase_or_same,False,False,21,0.1700439453125,21,0.17919921875
L0.H0,24,-0.001708984375,decrease,False,False,25,0.134521484375,25,0.1328125
L0.H0,25,-0.013427734375,decrease,False,False,37,0.3447265625,37,0.331298828125
L0.H0,26,-0.009521484375,decrease,False,False,47,0.2298583984375,47,0.2203369140625
L0.H0,27,0.001953125,increase_or_same,False,False,5,0.126953125,5,0.12890625
L0.H0,28,-0.01171875,decrease,False,False,25,0.392578125,25,0.380859375
L0.H0,29,-0.005615234375,decrease,False,False,38,0.3447265625,38,0.339111328125
L0.H0,30,-0.002685546875,decrease,False,False,38,0.30615234375,38,0.303466796875
L0.H0,31,-0.0128173828125,decrease,False,False,40,0.1331787109375,40,0.120361328125
L0.H0,32,0.024169921875,increase_or_same,False,False,56,0.333251953125,56,0.357421875
L0.H0,33,-0.03466796875,decrease,False,False,56,0.60400390625,56,0.5693359375
L0.H0,34,-0.00225830078125,decrease,False,False,35,0.0738525390625,35,0.07159423828125
L0.H0,35,0.00311279296875,increase_or_same,False,False,1,0.054443359375,1,0.05755615234375
L0.H0,36,-0.02197265625,decrease,False,False,66,0.473876953125,66,0.451904296875
L0.H0,37,-0.004150390625,decrease,False,False,29,0.1331787109375,29,0.1290283203125
L0.H0,38,-0.00146484375,decrease,False,False,22,0.306396484375,22,0.304931640625
L0.H0,39,-0.001953125,decrease,False,False,46,0.6865234375,46,0.6845703125
L0.H0,40,-0.0042724609375,decrease,True,False,27,0.08294677734375, 27,0.07989501953125
L0.H0,41,0.018798828125,increase_or_same,False,False,42,0.367919921875,42,0.38671875
L0.H0,42,0.0096435546875,increase_or_same,False,False, 33,0.1458740234375, 33,0.155517578125
L0.H0,43,0.011962890625,increase_or_same,False,False,38,0.396484375,38,0.408447265625
L0.H0,44,-0.011260986328125,decrease,True,False,"
",0.063720703125,27,0.05584716796875
L0.H0,45,-0.00311279296875,decrease,False,False,49,0.1209716796875,49,0.11785888671875
L0.H0,46,0.0025634765625,increase_or_same,False,False,21,0.0916748046875,21,0.09423828125
L0.H0,47,-0.0030517578125,decrease,False,False,11,0.08123779296875,11,0.07818603515625
L0.H0,48,0.00018310546875,increase_or_same,False,False, 65,0.08740234375, 65,0.08758544921875
L0.H0,49,0.0025634765625,increase_or_same,False,False,13,0.1246337890625,13,0.127197265625
L0.H0,50,0.0159912109375,increase_or_same,False,False,28,0.219482421875,28,0.2354736328125
L0.H0,51,0.0113525390625,increase_or_same,False,False,41,0.1544189453125,41,0.165771484375
L0.H0,52,0.0224609375,increase_or_same,False,False,23,0.30078125,23,0.3232421875
L0.H0,53,0.03857421875,increase_or_same,False,False,78,0.422607421875,78,0.461181640625
L0.H0,54,-0.014404296875,decrease,False,False,47,0.458251953125,47,0.44384765625
L0.H0,55,-0.0048828125,decrease,False,False,61,0.1312255859375,61,0.1263427734375
L0.H0,56,-0.0126953125,decrease,False,False,56,0.431884765625,56,0.419189453125
L0.H0,57,-0.0179443359375,decrease,False,False,58,0.1551513671875,58,0.13720703125
L0.H0,58,0.0087890625,increase_or_same,False,False,21,0.367431640625,21,0.376220703125
L0.H0,59,-0.0009765625,decrease,False,False,40,0.142333984375,40,0.141357421875
L0.H0,60,-0.014404296875,decrease,False,False,53,0.262939453125,53,0.24853515625
L0.H0,61,-0.012451171875,decrease,False,False,27,0.368896484375,27,0.3564453125
L0.H0,62,0.00189208984375,increase_or_same,False,False,11,0.12310791015625,11,0.125
L0.H0,63,-0.009033203125,decrease,False,False,75,0.14013671875,75,0.131103515625
L0.H0,64,-0.0042724609375,decrease,False,False,31,0.1357421875,31,0.1314697265625
L0.H0,65,-0.012451171875,decrease,False,False,31,0.43212890625,31,0.419677734375
L0.H0,66,0.013916015625,increase_or_same,False,False,81,0.1221923828125,81,0.1361083984375
L0.H0,67,-0.0028076171875,decrease,False,False,3,0.1124267578125,3,0.109619140625
L0.H0,68,0.0196533203125,increase_or_same,False,False,11,0.156005859375,11,0.1756591796875
L0.H0,69,-0.0079345703125,decrease,False,False, 19,0.15966796875, 19,0.1517333984375
L0.H0,70,-0.00732421875,decrease,False,False,81,0.385009765625,81,0.377685546875
L0.H0,71,0.000213623046875,increase_or_same,False,False,34,0.044342041015625,34,0.0445556640625
L0.H0,72,0.00079345703125,increase_or_same,False,False,16,0.081298828125,16,0.08209228515625
L0.H0,73,0.001220703125,increase_or_same,False,False,42,0.346923828125,42,0.34814453125
L0.H0,74,0.001953125,increase_or_same,False,False,31,0.09918212890625,31,0.10113525390625
L0.H0,75,0.00213623046875,increase_or_same,False,False, 48,0.06304931640625, 48,0.065185546875
L0.H0,76,0.005126953125,increase_or_same,True,False,61,0.2337646484375,51,0.2388916015625
L0.H0,77,0.00579833984375,increase_or_same,False,False,41,0.11767578125,41,0.12347412109375
L0.H0,78,0.0048828125,increase_or_same,False,False,11,0.09527587890625,11,0.10015869140625
L0.H0,79,0.0068359375,increase_or_same,False,False, 42,0.11517333984375, 42,0.12200927734375
