head_label,prompt_index,delta,delta_direction,top1_changed,dropped_from_top5,baseline_top1_token,baseline_top1_prob,resampled_top1_token,resampled_top1_prob
L0.H0,0,-0.00042724609375,decrease,False,False, Hon,0.09173583984375, Hon,0.09130859375
L0.H0,1,0.004638671875,increase_or_same,False,False, Port,0.10797119140625, Port,0.11260986328125
L0.H0,2,0.0050048828125,increase_or_same,False,False, N,0.1612548828125, N,0.166259765625
L0.H0,3,-0.0025634765625,decrease,True,False, Can,0.130615234375, Melbourne,0.130126953125
L0.H0,4,-0.003662109375,decrease,False,False, Wellington,0.31689453125, Wellington,0.313232421875
L0.H0,5,0.000732421875,increase_or_same,False,False, Port,0.2266845703125, Port,0.2274169921875
L0.H0,6,0.00048828125,increase_or_same,False,False, Su,0.373046875, Su,0.37353515625
L0.H1,0,0.00042724609375,increase_or_same,False,False, Hon,0.09173583984375, Hon,0.0921630859375
L0.H1,1,0.0001220703125,increase_or_same,False,False, Port,0.10797119140625, Port,0.10809326171875
L0.H1,2,0.0048828125,increase_or_same,False,False, N,0.1612548828125, N,0.1661376953125
L0.H1,3,-0.0029296875,decrease,True,False, Can,0.130615234375, Melbourne,0.1326904296875
L0.H1,4,0.00927734375,increase_or_same,False,False, Wellington,0.31689453125, Wellington,0.326171875
L0.H1,5,0.001220703125,increase_or_same,False,False, Port,0.2266845703125, Port,0.2279052734375
L0.H1,6,-0.002685546875,decrease,False,False, Su,0.373046875, Su,0.370361328125
L0.H2,0,-0.0003662109375,decrease,False,False, Hon,0.09173583984375, Hon,0.09136962890625
L0.H2,1,0.00103759765625,increase_or_same,False,False, Port,0.10797119140625, Port,0.1090087890625
L0.H2,2,0.0006103515625,increase_or_same,False,False, N,0.1612548828125, N,0.161865234375
L0.H2,3,-0.003173828125,decrease,True,False, Can,0.130615234375, Melbourne,0.13671875
L0.H2,4,0.0029296875,increase_or_same,False,False, Wellington,0.31689453125, Wellington,0.31982421875
L0.H2,5,0.0084228515625,increase_or_same,False,False, Port,0.2266845703125, Port,0.235107421875
L0.H2,6,0.006591796875,increase_or_same,False,False, Su,0.373046875, Su,0.379638671875
L0.H3,0,-0.000732421875,decrease,False,False, Hon,0.09173583984375, Hon,0.09100341796875
L0.H3,1,0.00811767578125,increase_or_same,False,False, Port,0.10797119140625, Port,0.1160888671875
L0.H3,2,0.0107421875,increase_or_same,False,False, N,0.1612548828125, N,0.1719970703125
