head_label,prompt_index,delta,delta_direction,top1_changed,dropped_from_top5,baseline_top1_token,baseline_top1_prob,resampled_top1_token,resampled_top1_prob
L0.H0,0,-0.009521484375,decrease,False,False, Rome,0.397705078125, Rome,0.38818359375
L0.H0,1,-0.0048828125,decrease,False,False, Madrid,0.51416015625, Madrid,0.50927734375
L0.H0,2,0.01611328125,increase_or_same,False,False, Mexico,0.190185546875, Mexico,0.206298828125
L0.H0,3,-0.00439453125,decrease,False,False, Seoul,0.351806640625, Seoul,0.347412109375
L0.H0,4,-0.000244140625,decrease,False,False, Beijing,0.298583984375, Beijing,0.29833984375
L0.H0,5,0.0009765625,increase_or_same,False,False, Delhi,0.12274169921875, Delhi,0.12371826171875
L0.H0,6,-0.001708984375,decrease,False,False, Moscow,0.341796875, Moscow,0.340087890625
L0.H0,7,-0.007568359375,decrease,False,False, London,0.49267578125, London,0.485107421875
L0.H0,8,-0.021484375,decrease,False,False, Buenos,0.57080078125, Buenos,0.54931640625
L0.H0,9,-0.011474609375,decrease,False,False, Cairo,0.34619140625, Cairo,0.334716796875
L0.H0,10,0.003662109375,increase_or_same,False,False, Pret,0.31689453125, Pret,0.320556640625
L0.H0,11,0.003173828125,increase_or_same,False,False, Ank,0.296142578125, Ank,0.29931640625
L0.H0,12,0.02197265625,increase_or_same,False,False, Jak,0.71435546875, Jak,0.736328125
L0.H0,13,0.001220703125,increase_or_same,False,False, R,0.263671875, R,0.264892578125
L0.H0,14,-0.005126953125,decrease,False,False, Bangkok,0.38427734375, Bangkok,0.379150390625
L0.H0,15,-0.004638671875,decrease,False,False, Ho,0.24609375, Ho,0.241455078125
L0.H0,16,-0.00439453125,decrease,False,False, Oslo,0.471435546875, Oslo,0.467041015625
L0.H0,17,0.001953125,increase_or_same,False,False, Stockholm,0.61962890625, Stockholm,0.62158203125
L0.H0,18,-0.0062255859375,decrease,False,False, Bern,0.2257080078125, Bern,0.219482421875
L0.H0,19,0.00634765625,increase_or_same,False,False, Warsaw,0.255615234375, Warsaw,0.261962890625
L0.H0,20,0.0084228515625,increase_or_same,False,False, Athens,0.2335205078125, Athens,0.241943359375
L0.H0,21,-0.0048828125,decrease,False,False, Lisbon,0.54052734375, Lisbon,0.53564453125
